Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
910035;01.01.2017; Purchase;" Tablet Type 1; Dell";10;330;1650; A;11
910036;01.01.2017; Purchase;" Memory Type 1; HP";4;33;132; A;11
910037;01.01.2017; Purchase;" Speakers Type 4; Huawei";4;46;184; A;11
910038;01.01.2017; Purchase;" Desktop Type 7; Dell";10;447;1788; A;11
910039;01.01.2017; Purchase;" Laptop Type 6; Huawei";3;855;2565; A;11
910040;01.01.2017; Purchase;" Speakers Type 2; Huawei";10;42;84; A;11
910041;01.01.2017; Purchase;" Desktop Type 5; Dell";10;231;231; A;11
910042;01.01.2017; Purchase;" Headphones Type 4; Samsung";10;27;135; A;11
910043;01.01.2017; Purchase;" Speakers Type 1; Huawei";10;50;200; A;11
910044;01.01.2017; Purchase;" Mouse Type 7; Dell";10;10;30; A;11
910045;01.01.2017; Purchase;" Tablet Type 7; Huawei";10;168;336; A;11
910046;01.01.2017; Purchase;" Tablet Type 1; Samsung";1;370;1110; A;11
910047;01.01.2017; Purchase;" Laptop Type 3; Huawei";10;1466;1466; A;11
910048;01.01.2017; Purchase;" Desktop Type 6; HP";4;336;1344; A;11
910049;01.01.2017; Purchase;" Headphones Type 2; Samsung";10;37;148; A;11
910050;01.01.2017; Purchase;" Monitor Type 4; HP";10;146;146; A;11
910051;01.01.2017; Purchase;" Phone Type 7; Huawei";10;387;387; A;11
910052;01.01.2017; Purchase;" Memory Type 4; Huawei";10;50;100; A;11
910053;01.01.2017; Purchase;" Speakers Type 3; Huawei";10;71;213; A;11
910054;01.01.2017; Purchase;" Smart Watch Type 3; HP";10;132;660; A;11
910055;01.01.2017; Purchase;" Memory Type 4; Samsung";3;53;159; A;11
910056;01.01.2017; Purchase;" Phone Type 9; HP";10;246;738; A;11
910057;01.01.2017; Purchase;" Headphones Type 6; HP";4;39;156; A;11
910058;01.01.2017; Purchase;" Hard Drive Type 4; HP";10;59;59; A;11
910059;01.01.2017; Purchase;" Smart Watch Type 1; HP";10;264;528; A;11
910060;01.01.2017; Purchase;" Hard Drive Type 4; Dell";10;61;305; A;11
910061;01.01.2017; Purchase;" Keyboard Type 3; Dell";2;17;34; A;11
910062;01.01.2017; Purchase;" Smart Watch Type 2; Dell";2;154;308; A;11
910063;01.01.2017; Purchase;" Tablet Type 1; Dell";10;330;1650; A;11
910064;01.01.2017; Purchase;" Memory Type 1; HP";4;33;132; A;11
910065;01.01.2017; Purchase;" Speakers Type 4; Huawei";10;46;184; A;11
910066;01.01.2017; Purchase;" Desktop Type 7; Dell";10;447;1788; A;11
910067;01.01.2017; Purchase;" Laptop Type 6; Huawei";10;855;2565; A;11
910068;01.01.2017; Purchase;" Speakers Type 2; Huawei";10;42;84; A;11
910069;01.01.2017; Purchase;" Desktop Type 5; Dell";10;231;231; A;11
910070;01.01.2017; Purchase;" Headphones Type 4; Samsung";10;27;135; A;11
910071;01.01.2017; Purchase;" Speakers Type 1; Huawei";10;50;200; A;11
910072;01.01.2017; Purchase;" Mouse Type 7; Dell";10;10;30; A;11
910073;01.01.2017; Purchase;" Tablet Type 7; Huawei";10;168;336; A;11
910074;01.01.2017; Purchase;" Tablet Type 1; Samsung";1;370;1110; A;11
910075;01.01.2017; Purchase;" Laptop Type 3; Huawei";10;1466;1466; A;11
910076;01.01.2017; Purchase;" Desktop Type 6; HP";4;336;1344; A;11
910077;01.01.2017; Purchase;" Headphones Type 2; Samsung";10;37;148; A;11
910078;01.01.2017; Purchase;" Monitor Type 4; HP";10;146;146; A;11
910079;01.01.2017; Purchase;" Phone Type 7; Huawei";10;387;387; A;11
910080;01.01.2017; Purchase;" Memory Type 4; Huawei";10;50;100; A;11
910081;01.01.2017; Purchase;" Speakers Type 3; Huawei";10;71;213; A;11
910082;01.01.2017; Purchase;" Smart Watch Type 3; HP";10;132;660; A;11
910083;01.01.2017; Purchase;" Memory Type 4; Samsung";3;53;159; A;11
910084;01.01.2017; Purchase;" Phone Type 9; HP";10;246;738; A;11
910085;01.01.2017; Purchase;" Headphones Type 6; HP";4;39;156; A;11
910086;01.01.2017; Purchase;" Hard Drive Type 4; HP";10;59;59; A;11
910087;01.01.2017; Purchase;" Smart Watch Type 1; HP";10;264;528; A;11
910088;01.01.2017; Purchase;" Hard Drive Type 4; Dell";10;61;305; A;11
910089;01.01.2017; Purchase;" Keyboard Type 3; Dell";2;17;34; A;11
910090;01.01.2017; Purchase;" Smart Watch Type 2; Dell";2;154;308; A;11
910091;01.01.2017; Purchase;" Tablet Type 1; Dell";10;330;1650; A;11
910092;01.01.2017; Purchase;" Memory Type 1; HP";4;33;132; A;11
910093;01.01.2017; Purchase;" Speakers Type 4; Huawei";10;46;184; A;11
910094;01.01.2017; Purchase;" Desktop Type 7; Dell";10;447;1788; A;11
910095;01.01.2017; Purchase;" Laptop Type 6; Huawei";10;855;2565; A;11
910096;01.01.2017; Purchase;" Speakers Type 2; Huawei";10;42;84; A;11
910097;01.01.2017; Purchase;" Desktop Type 5; Dell";10;231;231; A;11
910098;01.01.2017; Purchase;" Headphones Type 4; Samsung";10;27;135; A;11
910099;01.01.2017; Purchase;" Speakers Type 1; Huawei";10;50;200; A;11
910100;01.01.2017; Purchase;" Mouse Type 7; Dell";10;10;30; A;11
910101;01.01.2017; Purchase;" Tablet Type 7; Huawei";10;168;336; A;11
910102;01.01.2017; Purchase;" Tablet Type 1; Samsung";1;370;1110; A;11
910103;01.01.2017; Purchase;" Laptop Type 3; Huawei";10;1466;1466; A;11
910104;01.01.2017; Purchase;" Desktop Type 6; HP";4;336;1344; A;11
910105;01.01.2017; Purchase;" Headphones Type 2; Samsung";10;37;148; A;11
910106;01.01.2017; Purchase;" Monitor Type 4; HP";10;146;146; A;11
910107;01.01.2017; Purchase;" Phone Type 7; Huawei";10;387;387; A;11
910108;01.01.2017; Purchase;" Memory Type 4; Huawei";10;50;100; A;11
910109;01.01.2017; Purchase;" Speakers Type 3; Huawei";10;71;213; A;11
910110;01.01.2017; Purchase;" Smart Watch Type 3; HP";10;132;660; A;11
910111;01.01.2017; Purchase;" Memory Type 4; Samsung";3;53;159; A;11
910112;01.01.2017; Purchase;" Phone Type 9; Dell";10;258;774; B;11
910113;01.01.2017; Purchase;" Tablet Type 4; Samsung";10;342;1710; B;11
910114;01.01.2017; Purchase;" Speakers Type 5; Huawei";10;61;61; B;11
910115;01.01.2017; Purchase;" Phone Type 4; Dell";10;336;336; B;11
910116;01.01.2017; Purchase;" Phone Type 9; Huawei";10;261;783; B;11
910117;01.01.2017; Purchase;" Phone Type 7; HP";10;402;402; B;11
910118;01.01.2017; Purchase;" Headphones Type 2; HP";10;33;33; B;11
910119;01.01.2017; Purchase;" Memory Type 3; Samsung";10;29;87; B;11
910120;01.01.2017; Purchase;" Hard Drive Type 1; Samsung";10;48;144; B;11
910121;01.01.2017; Purchase;" Desktop Type 8; HP";10;374;1122; B;11
910122;01.01.2017; Purchase;" Desktop Type 10; HP";10;315;315; B;11
910123;01.01.2017; Purchase;" Hard Drive Type 2; HP";10;34;68; B;11
910124;01.01.2017; Purchase;" Charger Type 2; HP";10;9;18; B;11
910125;01.01.2017; Purchase;" Desktop Type 12; Huawei";10;168;336; B;11
910126;01.01.2017; Purchase;" Desktop Type 4; Huawei";2;360;720; B;11
910127;01.01.2017; Purchase;" Phone Type 2; Samsung";10;208;832; B;11
910128;01.01.2017; Purchase;" Desktop Type 9; Huawei";10;432;864; B;11
910129;01.01.2017; Purchase;" Desktop Type 11; HP";10;298;1490; B;11
910130;01.01.2017; Purchase;" Mouse Type 2; Samsung";10;7;14; B;11
910131;01.01.2017; Purchase;" Microphone Type 3; Samsung";10;31;31; B;11
910132;01.01.2017; Purchase;" Hard Drive Type 8; Samsung";10;92;276; B;11
910133;01.01.2017; Purchase;" Phone Type 9; Dell";10;258;774; B;11
910134;01.01.2017; Purchase;" Tablet Type 4; Samsung";10;342;1710; B;11
910135;01.01.2017; Purchase;" Speakers Type 5; Huawei";10;61;61; B;11
910136;01.01.2017; Purchase;" Phone Type 4; Dell";10;336;336; B;11
910137;01.01.2017; Purchase;" Phone Type 9; Huawei";10;261;783; B;11
910138;01.01.2017; Purchase;" Phone Type 7; HP";10;402;402; B;11
910139;01.01.2017; Purchase;" Headphones Type 2; HP";10;33;33; B;11
910140;01.01.2017; Purchase;" Memory Type 3; Samsung";10;29;87; B;11
910141;01.01.2017; Purchase;" Hard Drive Type 1; Samsung";10;48;144; B;11
910142;01.01.2017; Purchase;" Desktop Type 8; HP";10;374;1122; B;11
910143;01.01.2017; Purchase;" Desktop Type 10; HP";10;315;315; B;11
910144;01.01.2017; Purchase;" Hard Drive Type 2; HP";10;34;68; B;11
910145;01.01.2017; Purchase;" Charger Type 2; HP";10;9;18; B;11
910146;01.01.2017; Purchase;" Desktop Type 12; Huawei";10;168;336; B;11
910147;01.01.2017; Purchase;" Desktop Type 4; Huawei";2;360;720; B;11
910148;01.01.2017; Purchase;" Phone Type 2; Samsung";10;208;832; B;11
910149;01.01.2017; Purchase;" Desktop Type 9; Huawei";10;432;864; B;11
910150;01.01.2017; Purchase;" Desktop Type 11; HP";10;298;1490; B;11
910151;01.01.2017; Purchase;" Mouse Type 2; Samsung";10;7;14; B;11
910152;01.01.2017; Purchase;" Microphone Type 3; Samsung";10;31;31; B;11
910153;01.01.2017; Purchase;" Hard Drive Type 8; Samsung";10;92;276; B;11
910154;01.01.2017; Purchase;" Phone Type 9; Dell";10;258;774; B;11
910155;01.01.2017; Purchase;" Tablet Type 4; Samsung";10;342;1710; B;11
910156;01.01.2017; Purchase;" Speakers Type 5; Huawei";10;61;61; B;11
910157;01.01.2017; Purchase;" Phone Type 4; Dell";10;336;336; B;11
910158;01.01.2017; Purchase;" Phone Type 9; Huawei";10;261;783; B;11
910159;01.01.2017; Purchase;" Phone Type 7; HP";10;402;402; B;11
910160;01.01.2017; Purchase;" Headphones Type 2; HP";10;33;33; B;11
910161;01.01.2017; Purchase;" Memory Type 3; Samsung";10;29;87; B;11
910162;01.01.2017; Purchase;" Hard Drive Type 1; Samsung";10;48;144; B;11
910163;01.01.2017; Purchase;" Desktop Type 8; HP";10;374;1122; B;11
910164;01.01.2017; Purchase;" Desktop Type 10; HP";10;315;315; B;11
910165;01.01.2017; Purchase;" Hard Drive Type 2; HP";10;34;68; B;11
910166;01.01.2017; Purchase;" Charger Type 2; HP";10;9;18; B;11
910167;01.01.2017; Purchase;" Desktop Type 12; Huawei";10;168;336; B;11
910168;01.01.2017; Purchase;" Desktop Type 4; Huawei";2;360;720; B;11
910169;01.01.2017; Purchase;" Phone Type 2; Samsung";10;208;832; B;11
910170;01.01.2017; Purchase;" Desktop Type 9; Huawei";10;432;864; B;11
910171;01.01.2017; Purchase;" Desktop Type 11; HP";10;298;1490; B;11
910172;01.01.2017; Purchase;" Mouse Type 2; Samsung";10;7;14; B;11
910173;01.01.2017; Purchase;" Microphone Type 3; Samsung";10;31;31; B;11
910174;01.01.2017; Purchase;" Hard Drive Type 8; Samsung";10;92;276; B;11
910175;01.01.2017; Purchase;" Phone Type 9; Dell";10;258;774; B;11
910176;01.01.2017; Purchase;" Tablet Type 4; Samsung";10;342;1710; B;11
910177;01.01.2017; Purchase;" Speakers Type 5; Huawei";10;61;61; B;11
910178;01.01.2017; Purchase;" Phone Type 4; Dell";10;336;336; B;11
910179;01.01.2017; Purchase;" Phone Type 9; Huawei";10;261;783; B;11
910180;01.01.2017; Purchase;" Phone Type 7; HP";10;402;402; B;11
910181;01.01.2017; Purchase;" Headphones Type 2; HP";10;33;33; B;11
910182;01.01.2017; Purchase;" Memory Type 3; Samsung";10;29;87; B;11
910183;01.01.2017; Purchase;" Hard Drive Type 1; Samsung";10;48;144; B;11
910184;01.01.2017; Purchase;" Desktop Type 8; HP";10;374;1122; B;11
910185;01.01.2017; Purchase;" Desktop Type 10; HP";10;315;315; B;11
910186;01.01.2017; Purchase;" Hard Drive Type 2; HP";10;34;68; B;11
910187;01.01.2017; Purchase;" Charger Type 2; HP";10;9;18; B;11
910188;01.01.2017; Purchase;" Desktop Type 12; Huawei";10;168;336; B;11
910189;01.01.2017; Purchase;" Desktop Type 4; Huawei";10;360;720; B;11
910190;01.01.2017; Purchase;" Phone Type 2; Samsung";10;208;832; B;11
910191;01.01.2017; Purchase;" Desktop Type 9; Huawei";10;432;864; B;11
910192;01.01.2017; Purchase;" Desktop Type 11; HP";10;298;1490; B;11
910193;01.01.2017; Purchase;" Mouse Type 2; Samsung";10;7;14; B;11
910194;01.01.2017; Purchase;" Microphone Type 3; Samsung";10;31;31; B;11
910195;01.01.2017; Purchase;" Hard Drive Type 8; Samsung";10;92;276; B;11
910196;01.01.2017; Purchase;" Headphones Type 3; Huawei";10;42;42; C;11
910197;01.01.2017; Purchase;" Mouse Type 1; Huawei";10;4;8; C;11
910198;01.01.2017; Purchase;" Desktop Type 1; HP";10;406;406; C;11
910199;01.01.2017; Purchase;" Phone Type 1; Dell";10;215;215; C;11
910200;01.01.2017; Purchase;" Headphones Type 3; Huawei";10;42;42; C;11
910201;01.01.2017; Purchase;" Mouse Type 1; Huawei";10;4;8; C;11
910202;01.01.2017; Purchase;" Desktop Type 1; HP";10;406;406; C;11
910203;01.01.2017; Purchase;" Phone Type 1; Dell";10;215;215; C;11
910204;01.01.2017; Purchase;" Headphones Type 3; Huawei";10;42;42; C;11
910205;01.01.2017; Purchase;" Mouse Type 1; Huawei";10;4;8; C;11
910206;01.01.2017; Purchase;" Desktop Type 1; HP";10;406;406; C;11
910207;01.01.2017; Purchase;" Phone Type 1; Dell";10;215;215; C;11
910208;01.01.2017; Purchase;" Headphones Type 3; Huawei";10;42;42; C;11
910209;01.01.2017; Purchase;" Mouse Type 1; Huawei";10;4;8; C;11
910210;01.01.2017; Purchase;" Desktop Type 1; HP";10;406;406; C;11
910211;01.01.2017; Purchase;" Phone Type 1; Dell";10;215;215; C;11
910212;01.01.2017; Purchase;" Desktop Type 7; HP";4;406;2030; A;11
910213;01.01.2017; Purchase;" Monitor Type 2; HP";10;76;76; A;11
910214;01.01.2017; Purchase;" Desktop Type 1; Dell";10;419;1676; A;11
910215;01.01.2017; Purchase;" Memory Type 2; Dell";10;82;82; A;11
910216;01.01.2017; Purchase;" Monitor Type 4; Dell";1;148;148; A;11
910217;01.01.2017; Purchase;" Desktop Type 7; HP";3;406;2030; A;11
910218;01.01.2017; Purchase;" Monitor Type 2; HP";10;76;76; A;11
910219;01.01.2017; Purchase;" Desktop Type 1; Dell";10;419;1676; A;11
910220;01.01.2017; Purchase;" Memory Type 2; Dell";10;82;82; A;11
910221;01.01.2017; Purchase;" Monitor Type 4; Dell";1;148;148; A;11
910222;01.01.2017; Purchase;" Desktop Type 7; HP";3;406;2030; A;11
910223;01.01.2017; Purchase;" Monitor Type 2; HP";10;76;76; A;11
910224;01.01.2017; Purchase;" Desktop Type 1; Dell";10;419;1676; A;11
910225;01.01.2017; Purchase;" Memory Type 2; Dell";10;82;82; A;11
910226;01.01.2017; Purchase;" Monitor Type 4; Dell";1;148;148; A;11
910227;01.01.2017; Purchase;" Desktop Type 7; HP";3;406;2030; A;11
910228;01.01.2017; Purchase;" Monitor Type 2; HP";10;76;76; A;11
910229;01.01.2017; Purchase;" Desktop Type 1; Dell";10;419;1676; A;11
910230;01.01.2017; Purchase;" Memory Type 2; Dell";10;82;82; A;11
910231;01.01.2017; Purchase;" Monitor Type 4; Dell";1;148;148; A;11
910232;01.01.2017; Purchase;" Speakers Type 4; HP";10;46;92; B;11
910233;01.01.2017; Purchase;" Mouse Type 3; HP";10;12;12; B;11
910234;01.01.2017; Purchase;" Keyboard Type 2; Samsung";10;13;26; B;11
910235;01.01.2017; Purchase;" Phone Type 12; HP";10;345;1725; B;11
910236;01.01.2017; Purchase;" Hard Drive Type 6; HP";10;77;77; B;11
910237;01.01.2017; Purchase;" Speakers Type 4; HP";10;46;92; B;11
910238;01.01.2017; Purchase;" Mouse Type 3; HP";10;12;12; B;11
910239;01.01.2017; Purchase;" Keyboard Type 2; Samsung";10;13;26; B;11
910240;01.01.2017; Purchase;" Phone Type 12; HP";10;345;1725; B;11
910241;01.01.2017; Purchase;" Hard Drive Type 6; HP";10;77;77; B;11
910242;01.01.2017; Purchase;" Speakers Type 4; HP";10;46;92; B;11
910243;01.01.2017; Purchase;" Mouse Type 3; HP";10;12;12; B;11
910244;01.01.2017; Purchase;" Keyboard Type 2; Samsung";10;13;26; B;11
910245;01.01.2017; Purchase;" Phone Type 12; HP";10;345;1725; B;11
910246;01.01.2017; Purchase;" Hard Drive Type 6; HP";10;77;77; B;11
910247;01.01.2017; Purchase;" Speakers Type 4; HP";10;46;92; B;11
910248;01.01.2017; Purchase;" Mouse Type 3; HP";10;12;12; B;11
910249;01.01.2017; Purchase;" Keyboard Type 2; Samsung";10;13;26; B;11
910250;01.01.2017; Purchase;" Phone Type 12; HP";10;345;1725; B;11
910251;01.01.2017; Purchase;" Hard Drive Type 6; HP";10;77;77; B;11
910252;01.01.2017; Purchase;" Monitor Type 3; Dell";10;133;665; C;11
910253;01.01.2017; Purchase;" Speakers Type 7; Dell";10;29;145; C;11
910254;01.01.2017; Purchase;" Monitor Type 1; Huawei";3;116;348; C;11
910255;01.01.2017; Purchase;" Smart Watch Type 1; Huawei";10;195;390; C;11
910256;01.01.2017; Purchase;" Phone Type 10; Samsung";10;263;1052; C;11
910257;01.01.2017; Purchase;" Keyboard Type 3; HP";4;16;64; C;11
910258;01.01.2017; Purchase;" Mouse Type 7; Huawei";10;8;24; C;11
910259;01.01.2017; Purchase;" Headphones Type 3; HP";10;41;41; C;11
910260;01.01.2017; Purchase;" Phone Type 12; Samsung";3;281;843; C;11
910261;01.01.2017; Purchase;" Desktop Type 2; Samsung";10;279;279; C;11
910262;01.01.2017; Purchase;" Speakers Type 3; Dell";10;49;245; C;11
910263;01.01.2017; Purchase;" Desktop Type 1; Huawei";10;493;2465; C;11
910264;01.01.2017; Purchase;" Tablet Type 3; Huawei";4;253;1265; C;11
910265;01.01.2017; Purchase;" Phone Type 1; Samsung";2;233;699; C;11
910266;01.01.2017; Purchase;" Tablet Type 7; Dell";3;207;828; C;11
910267;01.01.2017; Purchase;" Phone Type 3; HP";1;381;762; C;11
910268;01.01.2017; Purchase;" Speakers Type 3; HP";10;50;150; C;11
910269;01.01.2017; Purchase;" Charger Type 1; Samsung";5;7;35; C;11
910270;01.01.2017; Purchase;" Monitor Type 2; Huawei";10;102;510; C;11
910271;01.01.2017; Purchase;" Monitor Type 3; Dell";10;133;665; C;11
910272;01.01.2017; Purchase;" Speakers Type 7; Dell";10;29;145; C;11
910273;01.01.2017; Purchase;" Monitor Type 1; Huawei";2;116;348; C;11
910274;01.01.2017; Purchase;" Smart Watch Type 1; Huawei";10;195;390; C;11
910275;01.01.2017; Purchase;" Phone Type 10; Samsung";10;263;1052; C;11
910276;01.01.2017; Purchase;" Keyboard Type 3; HP";10;16;64; C;11
910277;01.01.2017; Purchase;" Mouse Type 7; Huawei";10;8;24; C;11
910278;01.01.2017; Purchase;" Headphones Type 3; HP";10;41;41; C;11
910279;01.01.2017; Purchase;" Phone Type 12; Samsung";3;281;843; C;11
910280;01.01.2017; Purchase;" Desktop Type 2; Samsung";10;279;279; C;11
910281;01.01.2017; Purchase;" Speakers Type 3; Dell";10;49;245; C;11
910282;01.01.2017; Purchase;" Desktop Type 1; Huawei";10;493;2465; C;11
910283;01.01.2017; Purchase;" Tablet Type 3; Huawei";4;253;1265; C;11
910284;01.01.2017; Purchase;" Phone Type 1; Samsung";2;233;699; C;11
910285;01.01.2017; Purchase;" Tablet Type 7; Dell";10;207;828; C;11
910286;01.01.2017; Purchase;" Phone Type 3; HP";10;381;762; C;11
910287;01.01.2017; Purchase;" Speakers Type 3; HP";10;50;150; C;11
910288;01.01.2017; Purchase;" Charger Type 1; Samsung";5;7;35; C;11
910289;01.01.2017; Purchase;" Monitor Type 2; Huawei";10;102;510; C;11
910290;01.01.2017; Purchase;" Monitor Type 3; Dell";10;133;665; C;11
910291;01.01.2017; Purchase;" Speakers Type 7; Dell";10;29;145; C;11
910292;01.01.2017; Purchase;" Monitor Type 1; Huawei";2;116;348; C;11
910293;01.01.2017; Purchase;" Smart Watch Type 1; Huawei";10;195;390; C;11
910294;01.01.2017; Purchase;" Phone Type 10; Samsung";10;263;1052; C;11
910295;01.01.2017; Purchase;" Keyboard Type 3; HP";10;16;64; C;11
910296;01.01.2017; Purchase;" Mouse Type 7; Huawei";10;8;24; C;11
910297;01.01.2017; Purchase;" Headphones Type 3; HP";10;41;41; C;11
910298;01.01.2017; Purchase;" Phone Type 12; Samsung";3;281;843; C;11
910299;01.01.2017; Purchase;" Desktop Type 2; Samsung";10;279;279; C;11
910300;01.01.2017; Purchase;" Speakers Type 3; Dell";10;49;245; C;11
910301;01.01.2017; Purchase;" Desktop Type 1; Huawei";10;493;2465; C;11
910302;01.01.2017; Purchase;" Tablet Type 3; Huawei";4;253;1265; C;11
910303;01.01.2017; Purchase;" Phone Type 1; Samsung";2;233;699; C;11
910304;01.01.2017; Purchase;" Tablet Type 7; Dell";10;207;828; C;11
910305;01.01.2017; Purchase;" Phone Type 3; HP";10;381;762; C;11
910306;01.01.2017; Purchase;" Speakers Type 3; HP";10;50;150; C;11
910307;01.01.2017; Purchase;" Charger Type 1; Samsung";2;7;35; C;11
910308;01.01.2017; Purchase;" Monitor Type 2; Huawei";10;102;510; C;11
910309;01.01.2017; Purchase;" Monitor Type 3; Dell";10;133;665; C;11
910310;01.01.2017; Purchase;" Speakers Type 7; Dell";10;29;145; C;11
910311;01.01.2017; Purchase;" Monitor Type 1; Huawei";10;116;348; C;11
910312;01.01.2017; Purchase;" Smart Watch Type 1; Huawei";10;195;390; C;11
910313;01.01.2017; Purchase;" Phone Type 10; Samsung";10;263;1052; C;11
910314;01.01.2017; Purchase;" Keyboard Type 3; HP";10;16;64; C;11
910315;01.01.2017; Purchase;" Mouse Type 7; Huawei";10;8;24; C;11
910316;01.01.2017; Purchase;" Headphones Type 3; HP";10;41;41; C;11
910317;01.01.2017; Purchase;" Phone Type 12; Samsung";3;281;843; C;11
910318;01.01.2017; Purchase;" Desktop Type 2; Samsung";10;279;279; C;11
910319;01.01.2017; Purchase;" Speakers Type 3; Dell";10;49;245; C;11
910320;01.01.2017; Purchase;" Desktop Type 1; Huawei";10;493;2465; C;11
910321;01.01.2017; Purchase;" Tablet Type 3; Huawei";10;253;1265; C;11
910322;01.01.2017; Purchase;" Phone Type 1; Samsung";10;233;699; C;11
910323;01.01.2017; Purchase;" Tablet Type 7; Dell";10;207;828; C;11
910324;01.01.2017; Purchase;" Phone Type 3; HP";10;381;762; C;11
910325;01.01.2017; Purchase;" Speakers Type 3; HP";10;50;150; C;11
910326;01.01.2017; Purchase;" Charger Type 1; Samsung";2;7;35; C;11
910327;01.01.2017; Purchase;" Monitor Type 2; Huawei";10;102;510; C;11
910328;01.01.2017; Purchase;" Headphones Type 2; Huawei";10;31;124; A;11
910329;01.01.2017; Purchase;" Headphones Type 3; Samsung";1;36;36; A;11
910330;01.01.2017; Purchase;" Desktop Type 6; Huawei";10;255;1275; A;11
910331;01.01.2017; Purchase;" Hard Drive Type 2; Huawei";10;33;66; A;11
910332;01.01.2017; Purchase;" Monitor Type 2; Samsung";3;80;240; A;11
910333;01.01.2017; Purchase;" Mouse Type 6; HP";10;20;100; A;11
910334;01.01.2017; Purchase;" Hard Drive Type 7; HP";10;121;484; A;11
910335;01.01.2017; Purchase;" Memory Type 3; HP";1;39;156; A;11
910336;01.01.2017; Purchase;" Mouse Type 2; HP";10;8;8; A;11
910337;01.01.2017; Purchase;" Mouse Type 5; HP";10;13;26; A;11
910338;01.01.2017; Purchase;" Desktop Type 2; HP";2;225;450; A;11
910339;01.01.2017; Purchase;" Memory Type 3; Huawei";10;38;114; A;11
910340;01.01.2017; Purchase;" Memory Type 2; Samsung";10;69;207; A;11
910341;01.01.2017; Purchase;" Tablet Type 6; Dell";10;176;176; A;11
910342;01.01.2017; Purchase;" Desktop Type 3; Huawei";2;163;326; A;11
910343;01.01.2017; Purchase;" Microphone Type 2; Huawei";10;18;54; A;11
910344;01.01.2017; Purchase;" Headphones Type 2; Huawei";10;31;124; A;11
910345;01.01.2017; Purchase;" Headphones Type 3; Samsung";10;36;36; A;11
910346;01.01.2017; Purchase;" Desktop Type 6; Huawei";10;255;1275; A;11
910347;01.01.2017; Purchase;" Hard Drive Type 2; Huawei";10;33;66; A;11
910348;01.01.2017; Purchase;" Monitor Type 2; Samsung";3;80;240; A;11
910349;01.01.2017; Purchase;" Mouse Type 6; HP";10;20;100; A;11
910350;01.01.2017; Purchase;" Hard Drive Type 7; HP";10;121;484; A;11
910351;01.01.2017; Purchase;" Memory Type 3; HP";1;39;156; A;11
